drug_name,drug_class,recommended_temp,temperature_exposure,humidity,exposure_hours,stability_index,risk_label
Amoxicillin,Antibiotic,25,43.7673926719447,47.06650909523632,8.391129076105077,4,High
Metformin,Antidiabetic,25,23.051400406115473,74.84820159828026,11.5651767324181,2,Low
Amoxicillin,Antibiotic,25,36.388558651386724,55.239361897894824,8.617640121567137,4,High
Paracetamol,Analgesic,30,25.771671664313864,46.59153131024823,4.833948715769356,2,Low
Metformin,Antidiabetic,25,27.16305758309361,50.653473957546865,1.4325662824981031,2,Low
Metformin,Antidiabetic,25,42.394212249516784,72.3967471263599,11.288125194455993,2,High
Paracetamol,Analgesic,30,26.46381487218872,62.385208889373985,6.64092765952123,2,Low
Amoxicillin,Antibiotic,25,32.918041612987984,61.24209670459784,10.578979911469215,4,High
Insulin,Biologic,8,39.342835265486215,40.207969733433266,6.1126301890272146,5,High
Amoxicillin,Antibiotic,25,44.919681557040974,79.38285584381346,10.151643291935155,4,High
Paracetamol,Analgesic,30,30.996932898624372,62.68243252660981,3.9943356632844442,2,Low
Insulin,Biologic,8,42.02428181939729,69.9077156871798,7.537962209413684,5,High
Amoxicillin,Antibiotic,25,33.45226223785621,41.820330861333545,8.700133812978942,4,High
Metformin,Antidiabetic,25,23.069708840867925,55.960661271848366,3.5142450175427378,2,Low
Aspirin,Analgesic,25,26.80838882955214,51.544521758522166,3.36927849607213,3,Low
Insulin,Biologic,8,23.165583070635837,54.22563512640863,3.5321021738925755,5,High
Metformin,Antidiabetic,25,37.33293923331872,60.970501400377174,7.557522011370673,2,High
Paracetamol,Analgesic,30,21.22357782520193,58.42988936617331,2.5963885303869163,2,Low
Aspirin,Analgesic,25,35.27594554614031,44.354179904968326,10.623052742519471,3,High
Amoxicillin,Antibiotic,25,21.109946110248963,65.535307189489,6.175021430881485,4,Low
Metformin,Antidiabetic,25,35.564283653654314,64.60757600053248,8.270537321852277,2,High
Paracetamol,Analgesic,30,44.2653416981156,43.25843705712191,5.520102267200583,2,High
Paracetamol,Analgesic,30,22.250975676131354,52.54574136048504,7.069527931160141,2,Low
Aspirin,Analgesic,25,40.76335618334389,42.407350465769944,11.079083983073177,3,High
Amoxicillin,Antibiotic,25,26.098893923555597,75.48848286391328,3.108501659735479,4,Low
Amoxicillin,Antibiotic,25,34.92484624756372,64.77852897756728,7.19810114724002,4,High
Paracetamol,Analgesic,30,38.867531934947806,42.69830056859662,3.586975482022646,2,High
Aspirin,Analgesic,25,27.24282841539569,43.829582790378545,2.724794268758378,3,Low
Aspirin,Analgesic,25,35.37156337790503,71.02932018667818,4.198002425575564,3,High
Metformin,Antidiabetic,25,38.42216022107027,54.05932834413646,1.711177430815357,2,Moderate
Insulin,Biologic,8,37.31179655363509,53.21811398250821,7.323610014193736,5,High
Insulin,Biologic,8,31.797579089890572,48.35566032591909,6.275671238037954,5,High
Amoxicillin,Antibiotic,25,27.992331874362428,72.06810669527681,11.001719889627147,4,High
Insulin,Biologic,8,25.264483131221127,46.816025203191096,1.744090252169148,5,High
Paracetamol,Analgesic,30,33.71408137006705,68.15833392083755,9.722081296308202,2,High
Amoxicillin,Antibiotic,25,36.38037238483885,76.5739632965093,7.525793776875029,4,High
Insulin,Biologic,8,22.510672976448426,55.17064768926993,1.5007212840350792,5,High
Amoxicillin,Antibiotic,25,28.37563840072653,61.741837603591854,4.378183690591028,4,High
Metformin,Antidiabetic,25,39.97015060041037,40.96702753440064,6.98621514485213,2,High
Amoxicillin,Antibiotic,25,25.32759186920954,78.60427201583133,4.862542190266629,4,Low
Insulin,Biologic,8,43.410776285055356,67.09146582758008,2.7733732103794577,5,High
Insulin,Biologic,8,21.550128175843447,52.81303076785173,8.280727440722435,5,High
Metformin,Antidiabetic,25,36.241000908351126,43.18266904011936,11.715719399427204,2,High
Amoxicillin,Antibiotic,25,40.40879278388829,54.13397054401891,7.880457054272759,4,High
Metformin,Antidiabetic,25,28.14623441261608,77.63595411511363,1.8176681107380814,2,Low
Metformin,Antidiabetic,25,39.432298998714984,51.9319553211613,2.2395893869104584,2,High
Aspirin,Analgesic,25,30.718856804969796,70.92636238262303,11.813874081117671,3,High
Amoxicillin,Antibiotic,25,44.36096212525864,48.605147539601404,2.4441133040867906,4,High
Amoxicillin,Antibiotic,25,44.872878853670166,65.5116921875856,10.702360553766335,4,High
Paracetamol,Analgesic,30,30.090148982993412,49.47693869275113,10.011711463893576,2,Low
Insulin,Biologic,8,38.374169534396586,41.55217613986176,2.334988391712555,5,High
Aspirin,Analgesic,25,36.4873916492037,46.616299247499825,5.793021068458039,3,High
Insulin,Biologic,8,23.113886931832344,40.5706123790767,3.2720376384835888,5,High
Insulin,Biologic,8,29.78812095603015,66.02488587072258,7.187654784143543,5,High
Amoxicillin,Antibiotic,25,30.54510258188409,77.03793622848909,5.840222017049808,4,High
Metformin,Antidiabetic,25,29.00276869751669,43.32737554935374,4.772185522392518,2,Moderate
Insulin,Biologic,8,24.965199075701914,42.3428336670479,6.712576017931671,5,High
Insulin,Biologic,8,35.362830948501745,71.1150620193446,11.442358129624761,5,High
Amoxicillin,Antibiotic,25,36.58019824331965,43.269343255495095,7.496662128772216,4,High
Aspirin,Analgesic,25,35.79731518921737,69.00638875267425,9.175478706374403,3,High
Aspirin,Analgesic,25,35.26837175760191,57.907019873699156,11.274614507518637,3,High
Amoxicillin,Antibiotic,25,35.82848928294035,70.34071067317495,10.528654684277319,4,High
Aspirin,Analgesic,25,40.98327205951817,57.13711822353493,11.715123282217933,3,High
Metformin,Antidiabetic,25,34.442975995395415,79.85636282624839,4.052443501887445,2,High
Metformin,Antidiabetic,25,28.494338263873956,47.84036611368228,8.51187161977862,2,High
Amoxicillin,Antibiotic,25,44.53049642169346,57.74435310596614,3.6537323990643724,4,High
Metformin,Antidiabetic,25,37.16004469863498,76.85918186761414,5.947650811339568,2,High
Aspirin,Analgesic,25,28.6666401163204,41.538743353626316,10.732382402990154,3,High
Aspirin,Analgesic,25,38.95024557849688,70.45073041520513,9.802639311655732,3,High
Metformin,Antidiabetic,25,20.787237805214787,49.42569331869884,11.251454493826646,2,Low
Amoxicillin,Antibiotic,25,43.82697000529764,70.56180617792185,1.6760319127536554,4,High
Metformin,Antidiabetic,25,20.193260639189422,47.07516622990349,3.3579624794918717,2,Low
Paracetamol,Analgesic,30,20.518118427450418,66.33340974400294,7.507708183952378,2,Low
Metformin,Antidiabetic,25,27.549449595404226,65.54584308214908,10.783903439263337,2,High
Metformin,Antidiabetic,25,44.937336139715285,44.295340629644556,7.110313932594531,2,High
Insulin,Biologic,8,29.89902587644876,72.9544029007224,10.338778694549687,5,High
Metformin,Antidiabetic,25,31.542200788625053,61.796413972702986,11.05526234383628,2,High
Metformin,Antidiabetic,25,39.642932710321055,61.38507247456538,3.8885687639530464,2,High
Insulin,Biologic,8,28.885568119704885,75.57686094023978,10.14201830456886,5,High
Amoxicillin,Antibiotic,25,25.30935710799805,76.0577556136447,5.220051204559787,4,Low
Amoxicillin,Antibiotic,25,32.4344452642841,42.53244172566766,3.958181265855335,4,High
Insulin,Biologic,8,40.45737656026927,78.49581952201945,8.396385109456817,5,High
Aspirin,Analgesic,25,35.628193288640915,57.943226364756455,3.3758430960954287,3,High
Insulin,Biologic,8,26.25695140152411,61.1149912922989,3.8839249998522214,5,High
Amoxicillin,Antibiotic,25,43.94619049364043,49.961686513068386,3.076613409215941,4,High
Metformin,Antidiabetic,25,39.89336079331184,51.39975413098759,6.9013769284769575,2,High
Aspirin,Analgesic,25,32.93121442771347,40.097845548544335,10.811574410617634,3,High
Paracetamol,Analgesic,30,21.493496357083487,70.95878191317146,2.0604436242532014,2,Low
Paracetamol,Analgesic,30,36.801835002469474,41.8194609195956,8.239739520636629,2,High
Paracetamol,Analgesic,30,30.268157837760356,65.05937844773021,8.117524437180869,2,Low
Insulin,Biologic,8,42.06060503654514,71.78755266666701,7.449686263726058,5,High
Insulin,Biologic,8,35.413848834434276,48.295307953007736,2.922445974420461,5,High
Amoxicillin,Antibiotic,25,29.1744665729127,57.27385041202344,2.4201832366589016,4,Moderate
Insulin,Biologic,8,23.57162173821485,50.97110496151335,9.519601739955178,5,High
Metformin,Antidiabetic,25,28.344020377601574,43.777796814831106,4.55934730629213,2,Moderate
Aspirin,Analgesic,25,27.43859901185528,47.600962823273356,3.5381901115443117,3,Moderate
Aspirin,Analgesic,25,29.04078300356531,48.13962008219734,8.107908845755555,3,High
Metformin,Antidiabetic,25,23.73516707332757,40.49146478117329,5.77978834923827,2,Low
Amoxicillin,Antibiotic,25,22.487979235358566,74.7397122058643,6.669067476465593,4,Low
Amoxicillin,Antibiotic,25,42.69766859877944,68.30665641216709,5.6227868989260195,4,High
Insulin,Biologic,8,27.84222850505881,76.50193921030198,8.78128207671386,5,High
Metformin,Antidiabetic,25,37.05353364880177,52.744980904333964,6.556261293969629,2,High
Insulin,Biologic,8,20.02613499822758,79.53619195249547,11.666896968943954,5,High
Aspirin,Analgesic,25,21.59698616420681,46.64037967905355,1.2852731122603938,3,Low
Metformin,Antidiabetic,25,23.34567245019608,77.81443939853672,9.41680523053921,2,Low
Paracetamol,Analgesic,30,22.39571333241014,48.619955228296405,4.169321054010533,2,Low
Metformin,Antidiabetic,25,42.01558787926409,46.961734141021665,10.308328525198903,2,High
Aspirin,Analgesic,25,28.647350639313352,59.73833941363092,10.348150535447136,3,High
Insulin,Biologic,8,21.699542423557077,56.03296096205141,6.670057273483753,5,High
Amoxicillin,Antibiotic,25,44.010251236228406,49.25410859035475,8.8172965765141,4,High
Metformin,Antidiabetic,25,25.063548383136702,59.134397725849595,6.777933095868953,2,Low
Amoxicillin,Antibiotic,25,39.43478274606444,71.49050403730364,6.084873959697063,4,High
Metformin,Antidiabetic,25,44.88881676544503,57.34000000699043,9.650452004450532,2,High
Amoxicillin,Antibiotic,25,36.81484161121743,45.18240800610848,8.014033686323861,4,High
Insulin,Biologic,8,22.937180689146533,54.40437992038973,5.373542433916927,5,High
Amoxicillin,Antibiotic,25,36.82941328255606,41.853852579337286,1.3912136451660508,4,High
Amoxicillin,Antibiotic,25,39.94588607827305,63.92698475563208,1.5737125605746773,4,High
Aspirin,Analgesic,25,33.47030963723676,74.77197496711645,3.1757658398931143,3,High
Metformin,Antidiabetic,25,39.08895968152035,50.48098208642485,3.450064863564498,2,High
Paracetamol,Analgesic,30,21.36948335254317,44.42534613399509,5.642335457483422,2,Low
Aspirin,Analgesic,25,39.89913386315193,65.46380920186307,9.657923946098729,3,High
Aspirin,Analgesic,25,37.79214902652601,59.76695772905828,7.244234864692691,3,High
Amoxicillin,Antibiotic,25,43.11916012309251,45.865548268743815,8.081322097062515,4,High
Insulin,Biologic,8,28.353348685592167,66.4594745796843,5.86762637703733,5,High
Metformin,Antidiabetic,25,30.773643725637342,48.0244525937974,3.05973914387696,2,Moderate
Metformin,Antidiabetic,25,23.871279117115733,45.35521623740119,3.952264303768804,2,Low
Metformin,Antidiabetic,25,43.57988974340131,78.66067052574479,10.087252284623895,2,High
Amoxicillin,Antibiotic,25,44.979677654693404,47.839616622458045,1.4450840296808694,4,High
Amoxicillin,Antibiotic,25,25.573153086706046,59.04353643128883,4.549019513913706,4,Low
Aspirin,Analgesic,25,29.097205095102698,44.42187942421267,10.617526683298872,3,High
Insulin,Biologic,8,38.306280178962496,42.011776936889184,9.088975973654065,5,High
Paracetamol,Analgesic,30,22.0877685108288,76.19441389757353,2.1160954771138005,2,Low
Insulin,Biologic,8,36.158067841498664,49.757886676397014,7.352558528747697,5,High
Paracetamol,Analgesic,30,36.578088462288676,41.15984562056072,8.511095807909022,2,High
Insulin,Biologic,8,21.508896911173863,78.43277188404551,6.695848947190912,5,High
Insulin,Biologic,8,33.20598318072012,64.17055974875265,1.666485773704545,5,High
Aspirin,Analgesic,25,36.42340835357693,56.88409340114194,3.5467281166535582,3,High
Metformin,Antidiabetic,25,33.046484780024045,58.26543470561157,10.395292550708245,2,High
Insulin,Biologic,8,37.211238130054184,79.27188115019536,7.435606142658516,5,High
Paracetamol,Analgesic,30,38.4738459303508,68.46727163638803,6.483734060594399,2,High
Insulin,Biologic,8,23.9949571181754,43.26619144465148,11.752804976650923,5,High
Insulin,Biologic,8,32.597873931717515,78.87655008367722,8.297444906519672,5,High
Amoxicillin,Antibiotic,25,38.53401223628084,55.03411015894559,11.7670407746179,4,High
Paracetamol,Analgesic,30,22.614235105525825,78.30303642063998,8.011897543980876,2,Low
Aspirin,Analgesic,25,21.8634289885717,60.06617250104658,9.638288537039092,3,Low
Amoxicillin,Antibiotic,25,21.223050568622178,61.15720898527757,6.141199320665561,4,Low
Amoxicillin,Antibiotic,25,24.675380867053995,57.938747824734975,1.85087900963,4,Low
Amoxicillin,Antibiotic,25,40.928854786951206,50.470611364283556,4.204597301840515,4,High
Paracetamol,Analgesic,30,24.463186392323784,53.56509409959908,8.429126584613908,2,Low
Paracetamol,Analgesic,30,20.894214005506928,58.23848947887673,4.777635861757476,2,Low
Metformin,Antidiabetic,25,31.05839437281753,78.02549702978693,9.315265924745303,2,High
Metformin,Antidiabetic,25,25.99942752617239,71.5496079847914,8.089688987253734,2,Low
Paracetamol,Analgesic,30,34.316633384075686,50.1884218344586,6.183616866040764,2,High
Metformin,Antidiabetic,25,37.4509980005772,66.84332625593225,3.6332251792944756,2,High
Metformin,Antidiabetic,25,21.32987364363731,75.02347630249298,3.6855070144691857,2,Low
Insulin,Biologic,8,20.487594324258694,52.81856874836256,7.864863051550299,5,High
Aspirin,Analgesic,25,33.45827597880637,61.651038056495516,1.3196562694980858,3,Moderate
Aspirin,Analgesic,25,22.0190392728227,40.305299380678,10.940081165345498,3,Low
Insulin,Biologic,8,38.497908819689144,76.70692882081863,2.317989570344566,5,High
Amoxicillin,Antibiotic,25,23.688477544361845,79.70047037468858,5.501495099578753,4,Low
Metformin,Antidiabetic,25,32.88187585417199,78.07573316095693,2.638573921252921,2,Moderate
Paracetamol,Analgesic,30,22.9539784889611,62.478596130833424,2.3760817802593595,2,Low
Paracetamol,Analgesic,30,25.055686005824512,64.00211474957884,5.194993135107569,2,Low
Insulin,Biologic,8,31.206345784344144,45.52859099045192,9.977391357736732,5,High
Aspirin,Analgesic,25,36.276813279242376,63.6247240946609,4.6119266582908365,3,High
Aspirin,Analgesic,25,22.93703081928636,70.6381586204666,6.830085874744331,3,Low
Insulin,Biologic,8,26.58636837558987,73.61970936903707,5.132621719675591,5,High
Insulin,Biologic,8,38.25736211535754,74.71052314303213,10.582437591103703,5,High
Aspirin,Analgesic,25,39.303440880492545,70.58931871104974,9.295691939897356,3,High
Metformin,Antidiabetic,25,40.91485465423628,43.24915163131728,7.777241451952908,2,High
Insulin,Biologic,8,26.378655514793195,58.95219014691072,8.802057839330928,5,High
Insulin,Biologic,8,20.561490538623286,45.05502220810568,1.7468661531616922,5,High
Metformin,Antidiabetic,25,20.52949949832507,56.50744671591141,11.172203560248928,2,Low
Aspirin,Analgesic,25,29.75053793789167,77.95563239477424,3.9013450027352503,3,High
Amoxicillin,Antibiotic,25,35.08053324661474,54.21144908516031,5.584330256765938,4,High
Paracetamol,Analgesic,30,30.948944563629606,57.71774964245918,10.141909942831242,2,Low
Metformin,Antidiabetic,25,36.579100793575506,75.99306342661396,6.237710302425781,2,High
Insulin,Biologic,8,43.426152612910954,75.41227195560188,5.195840104557422,5,High
Aspirin,Analgesic,25,43.36285329044353,61.8276018686682,10.490716898329124,3,High
Metformin,Antidiabetic,25,38.250492815146714,64.57688714176243,4.263759484222664,2,High
Metformin,Antidiabetic,25,40.4281957541641,70.59236813024232,10.939846203327958,2,High
Aspirin,Analgesic,25,40.167859813042845,58.84143322386627,10.479459015731083,3,High
Metformin,Antidiabetic,25,30.817490891217126,70.39544030846024,8.450335869846606,2,High
Aspirin,Analgesic,25,42.294073683408484,72.50456553421093,5.822354955867329,3,High
Amoxicillin,Antibiotic,25,22.843724991101297,40.074748543769275,1.0166886063737606,4,Low
Paracetamol,Analgesic,30,21.425729236220807,79.37757107060185,5.763912227432789,2,Low
Paracetamol,Analgesic,30,39.18439367538983,55.88332677468698,9.111309843404552,2,High
Paracetamol,Analgesic,30,22.1547961553213,50.436583378839494,6.827996691686882,2,Low
Insulin,Biologic,8,35.52668046296257,67.88846510093578,1.6878223862382011,5,High
Insulin,Biologic,8,24.909359349372874,65.28584023971244,11.655667324759454,5,High
Paracetamol,Analgesic,30,41.508718518609456,72.6977474812378,6.202359113222547,2,High
Paracetamol,Analgesic,30,27.80019417842272,71.28910923707816,9.392709637614695,2,Low
Aspirin,Analgesic,25,29.674694674665353,54.287350141972034,3.5594051504314113,3,Moderate
Amoxicillin,Antibiotic,25,29.093067369591,54.35829851974972,8.022780745029191,4,High
Aspirin,Analgesic,25,35.252778280919436,64.38258960664666,10.379545845206309,3,High
Metformin,Antidiabetic,25,33.86748715371908,59.21867635837431,2.086874472000139,2,Moderate
Amoxicillin,Antibiotic,25,22.552330928892975,43.31487899097047,6.282130517742393,4,Low
Insulin,Biologic,8,20.621807110926746,62.87735551912738,5.681488437971716,5,High
Metformin,Antidiabetic,25,36.37177441220467,59.625300977898746,1.5784937975722473,2,Moderate
Metformin,Antidiabetic,25,26.585534719188587,70.13025613545426,7.142105225137629,2,Moderate
Amoxicillin,Antibiotic,25,24.466623192629307,46.17955167441941,7.454298553905072,4,Low
Aspirin,Analgesic,25,30.69035120872182,42.80678204419316,7.978046325738316,3,High
Amoxicillin,Antibiotic,25,20.355495738758336,52.059501666122884,9.748155183984997,4,Low
Aspirin,Analgesic,25,40.555404908896946,79.85358633944773,4.569340019479842,3,High
Insulin,Biologic,8,24.752350953457256,45.375002565188794,4.088416971294931,5,High
Aspirin,Analgesic,25,42.374702476842515,61.10534227731448,4.505696865083873,3,High
Metformin,Antidiabetic,25,36.20484636886266,66.6880322195211,4.495928388381304,2,High
Aspirin,Analgesic,25,28.959181148191234,46.85485047807394,5.293746655584469,3,High
Aspirin,Analgesic,25,26.30029694659573,79.56614434564634,3.6268585755304583,3,Low
Aspirin,Analgesic,25,22.26469904749598,72.76615956933722,5.475687823795763,3,Low
Paracetamol,Analgesic,30,37.79838999270103,70.25421629338528,3.1491871183708993,2,Moderate
Amoxicillin,Antibiotic,25,22.681597878286308,65.63256604147577,3.9012545713772266,4,Low
Insulin,Biologic,8,34.8175815155168,62.492019502357515,6.150641572715988,5,High
Paracetamol,Analgesic,30,35.023126034686065,63.884919138687906,8.900900853249336,2,High
Amoxicillin,Antibiotic,25,21.143666264899693,59.56676269200726,3.9067156492300663,4,Low
Paracetamol,Analgesic,30,31.075931062927737,70.45653045615661,2.8467422992999047,2,Low
Aspirin,Analgesic,25,35.470313617140846,47.469298943120705,5.051533370073577,3,High
Aspirin,Analgesic,25,21.64175323059462,71.54963440552118,4.937533160344328,3,Low
Aspirin,Analgesic,25,28.568262708053762,63.51400910769492,10.749781746291152,3,High
Amoxicillin,Antibiotic,25,30.29787367777302,41.385321956726145,2.3197791871323075,4,Moderate
Aspirin,Analgesic,25,28.85460203050619,57.41971468632346,3.9391711128515334,3,Moderate
Metformin,Antidiabetic,25,23.54662030218359,47.152558018358285,5.393625017586743,2,Low
Paracetamol,Analgesic,30,27.56280699560501,77.1237108107369,7.532121801124931,2,Low
Insulin,Biologic,8,36.913911229309875,69.60413997297466,7.479794111027525,5,High
Metformin,Antidiabetic,25,31.690165804050388,64.01659086648516,4.08613405252788,2,High
Aspirin,Analgesic,25,41.72865672587243,69.43722241751428,3.7063310612619835,3,High
Paracetamol,Analgesic,30,25.441062875364068,54.36204062985934,11.327986079544075,2,Low
Paracetamol,Analgesic,30,35.88630615585812,61.81669276345871,2.0287899492127317,2,Moderate
Metformin,Antidiabetic,25,22.064101551973284,76.40181143325633,10.338829497375393,2,Low
Amoxicillin,Antibiotic,25,34.92753317760561,61.548209561574275,1.25450187059638,4,Moderate
Insulin,Biologic,8,31.640895246166416,50.15374286744171,9.838198178594363,5,High
Metformin,Antidiabetic,25,21.635852297245037,74.6612478900696,6.700255085381915,2,Low
Metformin,Antidiabetic,25,41.27204464546083,72.65118965637362,4.853782736622927,2,High
Metformin,Antidiabetic,25,23.70387890836271,72.89212807635836,11.15762756124778,2,Low
Amoxicillin,Antibiotic,25,32.102940884654814,57.94637898557279,10.471809199634587,4,High
Metformin,Antidiabetic,25,38.529462832143196,65.35344223162903,7.237625156123248,2,High
Amoxicillin,Antibiotic,25,35.80751931450254,58.28960286578361,10.019340614451632,4,High
Insulin,Biologic,8,35.279164776094476,72.70977433954803,1.1726566811590806,5,High
Aspirin,Analgesic,25,29.482587226868894,41.719562496851005,10.749698731255002,3,High
Metformin,Antidiabetic,25,44.51098939009191,55.1503295974845,7.25781228317558,2,High
Paracetamol,Analgesic,30,26.38049450540441,79.41126267957817,8.492252143598634,2,Low
Insulin,Biologic,8,42.07880094002172,51.070592640770585,1.833896963589821,5,High
Aspirin,Analgesic,25,27.251044344366814,74.64240785678382,7.200417817740241,3,Moderate
Aspirin,Analgesic,25,36.01645918911261,62.78671624921139,5.532222897698825,3,High
Insulin,Biologic,8,27.663935231525922,48.09955841291223,2.196782447561119,5,High
Insulin,Biologic,8,35.69561309198345,67.78781171945363,5.079444660846646,5,High
Paracetamol,Analgesic,30,29.167809153034064,76.90668686467545,11.44275282655514,2,Low
Paracetamol,Analgesic,30,23.87586694587401,56.59453532574895,6.783467389340714,2,Low
Aspirin,Analgesic,25,29.997349653719304,72.21458585833778,7.77828547361541,3,High
Insulin,Biologic,8,24.11468976397316,56.32738487733531,8.817025819358843,5,High
Amoxicillin,Antibiotic,25,44.78587251221988,55.42421236711925,3.166293956039815,4,High
Insulin,Biologic,8,36.12072080558792,56.486221208552664,5.261886215394793,5,High
Paracetamol,Analgesic,30,41.688209479489345,72.62280000406876,3.636533328894018,2,High
Paracetamol,Analgesic,30,37.89065092116884,54.60839445115824,7.30748558692191,2,High
Aspirin,Analgesic,25,43.60213334099962,75.73486694367114,3.41294119383235,3,High
Paracetamol,Analgesic,30,33.74894307617764,57.638652271293246,11.99847596238684,2,High
Metformin,Antidiabetic,25,36.29270809525656,46.43193097665221,5.467173105780424,2,High
Insulin,Biologic,8,21.93115010561009,67.93687269305431,2.820867368511478,5,High
Paracetamol,Analgesic,30,41.49035725142831,43.666840061016586,1.4184370785054725,2,Moderate
Insulin,Biologic,8,40.660390295208316,44.393668341525625,8.072486253088448,5,High
Insulin,Biologic,8,20.343359097177633,41.6356463326014,5.115788884232511,5,High
Metformin,Antidiabetic,25,23.6157790625076,55.750960709668576,11.188114494506413,2,Low
Metformin,Antidiabetic,25,31.626251443538486,47.68694489588174,10.037253541563203,2,High
Amoxicillin,Antibiotic,25,41.476308409908086,71.84372418229789,6.6133216038861535,4,High
Amoxicillin,Antibiotic,25,40.99827546449429,72.22106484775907,5.175966529915169,4,High
Insulin,Biologic,8,34.26411695002119,64.50731539482679,5.119532341526826,5,High
Insulin,Biologic,8,42.22708213214199,50.52078628277061,10.385343225570791,5,High
Aspirin,Analgesic,25,33.22532797605081,65.81035158530278,10.157360379196522,3,High
Aspirin,Analgesic,25,27.942430591227456,44.859084805400464,7.815665993810589,3,High
Metformin,Antidiabetic,25,21.95138433556503,55.13974826310387,11.978300021015619,2,Low
Paracetamol,Analgesic,30,44.91277804791683,46.51074461968466,11.394023181663549,2,High
Metformin,Antidiabetic,25,30.248644115452187,51.73762757523274,6.6522611499916415,2,High
